Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c8d7ca93-b928-c27f-7965-c1dec3acc539,1982-07-05,2016-01-13,999-71-5102,S99926661,X27654151X,Mr.,Chang901,,Bayer639,,,S,black,nonhispanic,M,Somerville  Massachusetts  US,431 Hintz Course Apt 26,Burlington,Massachusetts,Middlesex County,25017,01730,42.45447060018754,-71.31973351286692,86219.55,7851.67,132836
cfa38fb8-2a40-b805-0e72-a9a10a7369b7,1960-10-28,,999-43-5653,S99926213,X6847824X,Mrs.,Marti99,Myrta75,Anderson154,,Ebert178,W,white,nonhispanic,F,Springfield  Massachusetts  US,809 Nitzsche Mill Unit 88,North Andover,Massachusetts,Essex County,,00000,42.711375432745974,-71.08105946091884,194282.57,669039.02,142722
631599f5-2f43-8309-16ae-77f10fc4e7fd,1974-09-04,,999-43-6523,S99985081,X7207055X,Mr.,Sherwood961,Derek111,Bogisich202,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,257 Labadie Bridge Suite 73,Warren,Massachusetts,Worcester County,25027,01083,42.22310484399623,-72.20982973993175,120436.35,22014.88,80564
9f4c0101-96f4-7416-fb26-7e0f36f3ef99,2025-01-25,,999-83-8228,,,,Michel472,Bulah832,Muller251,,,,white,nonhispanic,F,Lowell  Massachusetts  US,628 Padberg Quay,West Bridgewater,Massachusetts,Plymouth County,,00000,42.04616207677516,-71.04073327326047,2757.28,0.00,60979
1c807b5f-0bcb-175f-fdf0-2bda845c2722,1982-07-05,,999-83-6916,S99933382,X473102X,Mr.,Vance413,,Beier427,,,M,black,nonhispanic,M,Springfield  Massachusetts  US,289 Weber Street Apt 73,Burlington,Massachusetts,Middlesex County,25017,01803,42.509164646189895,-71.32367571481971,68346.66,696137.07,132836
0a5a3600-f43d-9d1d-1ab4-001455d396bb,2011-05-27,,999-11-7425,,,,Arden380,Lupe126,Lehner980,,,,white,nonhispanic,M,Sandwich  Massachusetts  US,567 Luettgen Drive,Worcester,Massachusetts,Worcester County,25027,01605,42.220387685751355,-71.88229838001983,73882.34,171548.85,559507
4d39ca83-59cf-76f9-370c-c1280c22582e,1993-04-17,,999-82-2360,S99911442,X29176807X,Mr.,Jules135,,Ferry570,,,M,white,nonhispanic,M,Dedham  Massachusetts  US,870 Emmerich Course,Newton,Massachusetts,Middlesex County,25017,02461,42.367992125969494,-71.25392919561163,12526.69,275827.35,12680
14fbdf21-dbf8-7107-497d-28bd135546cf,2003-11-02,,999-46-5000,S99981869,X65340709X,Mr.,Dorsey40,Stanley702,Schamberger479,,,,white,nonhispanic,M,Worcester  Massachusetts  US,130 Nikolaus Drive Apt 59,Lowell,Massachusetts,Middlesex County,25017,01851,42.643741319193815,-71.3512828178696,84488.93,31007.76,131599
856364f6-c8ab-3867-6c65-7cbf8a3876a5,2006-01-09,,999-49-1362,S99994277,,Mr.,Basil991,Toby274,Cronin387,,,,white,nonhispanic,M,East Longmeadow  Massachusetts  US,444 Bahringer Gardens,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.93556582606778,-71.00261237248166,97879.39,59226.93,161542
02d004b4-d0cb-8924-c7b4-11b19f05c405,1984-05-31,,999-71-4702,S99948047,X21863410X,Mr.,Jaime666,Nick779,Reichert620,,,S,white,nonhispanic,M,Westford  Massachusetts  US,423 Waters Esplanade,Agawam,Massachusetts,Hampden County,25013,01001,42.10975125849427,-72.59107211976924,134076.12,25091.28,99207
6f38365a-0625-94e7-5bb6-167ae6960802,1961-08-03,,999-39-1800,S99925079,X27838018X,Mr.,Pierre431,August363,Armstrong51,,,D,white,nonhispanic,M,Fitchburg  Massachusetts  US,875 Altenwerth Club,Hanson,Massachusetts,Plymouth County,25023,02341,42.034618618487556,-70.85674040312274,246552.93,61041.06,109023
f323f8a7-89e0-25bd-c948-64cf65b5ecdd,2013-08-15,,999-16-5940,,,,Lane844,Georgetta870,Beer512,,,,white,nonhispanic,F,Brockton  Massachusetts  US,283 Harvey Lodge Apt 51,Abington,Massachusetts,Plymouth County,25023,02351,42.136993097462415,-70.93644161649642,28270.08,2082.86,90350
04b9d571-dd6d-a188-8d93-cef8a951184c,2001-05-15,,999-95-2500,S99915926,X33098403X,Ms.,Ophelia894,,Roob72,,,,white,nonhispanic,F,Novosibirsk  Novosibirsk Oblast  RU,563 Wehner Walk Suite 72,New Bedford,Massachusetts,Bristol County,25005,02745,41.5698735567181,-70.90717573789055,5664.34,160896.04,14046
5b7bb63a-65fa-6cf7-4388-70af72beceb7,1974-10-29,,999-18-1125,S99940673,X16280300X,Mrs.,Karl184,Melanie283,Durgan499,,Botsford977,D,white,nonhispanic,F,Fall River  Massachusetts  US,520 Bayer Ville Unit 59,Concord,Massachusetts,Middlesex County,,00000,42.434833652665716,-71.40592716727627,154911.42,822301.43,441544
82395969-c897-a385-e590-74975439c6b9,1953-09-22,,999-98-1581,S99968477,X10321107X,Mr.,Lindsay928,,Trantow673,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,608 Daugherty Overpass,New Bedford,Massachusetts,Bristol County,25005,02745,41.51488328816334,-71.00021206200574,242114.74,90361.99,70131
25bec2ca-8d0a-027d-74ac-9a0fbe3ab064,1959-07-07,,999-59-1065,S99927390,X53339365X,Mrs.,Sondra191,Evita885,Trantow673,,Nolan344,D,white,nonhispanic,F,Kingston  Massachusetts  US,419 Kertzmann Terrace,Grafton,Massachusetts,Worcester County,,00000,42.195598885600155,-71.65249731636551,16047.78,556145.06,15447
4419e705-ad65-9c63-50e2-a6ea158a7c16,1980-08-31,,999-81-8025,S99997648,X18625516X,Mr.,Wilton999,,Frami345,,,D,white,nonhispanic,M,Randolph  Massachusetts  US,243 Bruen View,Norwood,Massachusetts,Norfolk County,25021,02062,42.22599709627977,-71.19055647798255,86407.84,743.05,163159
87e15fb5-6066-ed15-a66b-7a4790b88860,2009-08-24,,999-74-1634,,,,Rene434,Emil691,Fahey393,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,576 Ward Ferry Apt 30,Concord,Massachusetts,Middlesex County,,00000,42.42759043913576,-71.33431724189516,2905.28,45002.18,2702
40b3feb6-873b-9447-6d5e-79048e3f9178,2006-02-21,,999-19-2488,S99941870,,Mr.,Harold594,Fernando603,Reichert620,,,,black,nonhispanic,M,New Marlborough  Massachusetts  US,144 Hintz Terrace,Ashby,Massachusetts,Middlesex County,,00000,42.715273068162865,-71.877644838006,85758.73,746278.03,34800
138df023-d570-c16f-1789-5753316e9128,1975-04-17,,999-73-8433,S99968429,X78699812X,Mr.,Joel444,Jasper743,Marvin195,,,M,white,nonhispanic,M,Berlin  Berlin  DE,149 Carter Trail,Weymouth,Massachusetts,Norfolk County,25021,02191,42.173733565509814,-70.94350003949678,107880.14,42981.42,31003
0d7846d4-66cf-038b-71cb-945aa518c3fe,1998-09-19,,999-57-2888,S99960337,X80618124X,Ms.,Jennifer579,Moriah648,Bogan287,,,,black,nonhispanic,F,Mansfield Center  Massachusetts  US,596 Corkery Camp Unit 92,Bliss Corner,Massachusetts,Bristol County,,00000,41.606707864493785,-70.9292590902143,138092.98,352839.79,97573
995c3f8b-6615-4345-6f28-109734629b93,1982-12-11,,999-53-6680,S99918519,X37809097X,Mr.,Everett935,King743,Harvey63,,,D,white,nonhispanic,M,Medway  Massachusetts  US,993 Stamm Flat Unit 37,Sutton,Massachusetts,Worcester County,,00000,42.0826513068055,-71.7236652411921,132581.90,419.62,112978
0925bc98-021c-2723-f177-9b1772a65dc0,1958-10-21,,999-84-4052,S99995552,X69948155X,Mrs.,Carlene772,Julieta402,Gerlach374,JD,Veum823,M,black,nonhispanic,F,Andover  Massachusetts  US,484 Kuhn Tunnel Suite 84,Beverly,Massachusetts,Essex County,25009,01915,42.52649441650835,-70.80017200832347,824124.61,65094.72,68406
7a0d597a-cab9-0cfa-abb6-f3bfb472422f,1979-05-22,,999-93-2647,S99999466,X19740604X,Ms.,Gearldine455,Nelida367,Runolfsson901,,,S,white,nonhispanic,F,Pembroke  Massachusetts  US,461 Zieme Course Suite 11,Boxford,Massachusetts,Essex County,25009,01921,42.699723732370465,-71.06281439112041,511251.26,749636.30,66188
68e4bd13-6185-3615-a6b2-0668c47f0bfc,2005-06-01,,999-41-2112,S99992574,X89713071X,Mr.,Earle679,Shad704,Hermiston71,,,,white,nonhispanic,M,Boston  Massachusetts  US,867 Harris Gate Unit 59,Worcester,Massachusetts,Worcester County,25027,01604,42.25410282190721,-71.87225586076066,4729.93,70238.26,24917
838601aa-027b-4f67-924a-c27e5918b229,2000-04-13,,999-40-5124,S99920369,X61056745X,Ms.,Bobbye345,Verdie59,Legros616,,,,white,nonhispanic,F,Newburyport  Massachusetts  US,685 Dibbert Wynd Apt 70,Somerville,Massachusetts,Middlesex County,25017,02144,42.424788196134685,-71.0888183401576,45019.56,233923.97,24855
1f937117-6825-e018-9fcf-d4a8608757ba,1955-05-30,,999-40-9654,S99982463,X79539243X,Mr.,Ali918,Ira784,Rippin620,,,S,white,hispanic,M,Framingham  Massachusetts  US,908 Simonis Route Apt 59,Boston,Massachusetts,Suffolk County,25025,02121,42.34624560274494,-71.11480598020393,14462.09,333355.77,4208
10342f7e-5793-1888-ee52-e1dac9ceae10,1953-04-15,2024-06-10,999-70-7770,S99967975,X23753557X,Mr.,Lauren941,Casey401,Nikolaus26,JD,,M,asian,nonhispanic,M,Williamstown  Massachusetts  US,369 Feest Frontage road Suite 29,Braintree,Massachusetts,Norfolk County,25021,02184,42.240888846100674,-70.95932341634281,278259.10,686417.43,125867
fd155111-2ab7-4820-256e-7429674a136b,1943-09-09,,999-30-4394,S99914477,X7660466X,Mrs.,Doretta917,Roselyn270,Rath779,,Hintz995,D,white,nonhispanic,F,Acushnet  Massachusetts  US,720 Vandervort Branch,Sandisfield,Massachusetts,Berkshire County,,00000,42.09696059796539,-73.15709474762657,272570.84,1054329.94,31422
205fcdd6-5752-8cb9-b682-6ba2c1c92f05,1969-12-12,,999-70-9617,S99983946,X11142709X,Mrs.,Veta780,Tomiko229,Berge125,,Wiza601,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,673 Muller Burg,Andover,Massachusetts,Essex County,25009,01810,42.63205613460206,-71.1420493059559,327259.70,386810.92,182811
672ee0f5-7c5a-ceac-5bb0-d3d70d2eea47,2018-08-01,,999-72-5158,,,,Vern731,Jamison785,Fritsch593,,,,white,nonhispanic,M,Northampton  Massachusetts  US,677 Romaguera Stravenue Suite 50,Middleborough,Massachusetts,Plymouth County,,00000,41.8616259444398,-70.88441125994161,13184.79,355.33,72779
2a2f768f-9fb5-7b86-216c-221b65708c8a,2016-06-17,,999-15-6043,,,,Quincy153,Kip442,Bayer639,,,,white,nonhispanic,M,South Hadley  Massachusetts  US,322 Koch Fork Apt 67,Wareham,Massachusetts,Plymouth County,,00000,41.766732325702634,-70.65948290085672,27826.35,8570.22,67094
db1db040-1443-d821-8dc8-12ae3209b226,1973-12-05,,999-22-3903,S99954293,X7979678X,Mrs.,Julie245,,Mosciski958,,Schuster709,M,other,nonhispanic,F,Lynn  Massachusetts  US,702 Cruickshank Union Suite 23,Weymouth,Massachusetts,Norfolk County,25021,02189,42.19642364926181,-70.93074519644159,558653.93,853758.52,42926
9a7940e0-472c-7c5f-4842-8ae763831e36,1953-04-15,,999-45-8818,S99981178,X52003208X,Mr.,Young120,,Klein929,MD,,M,asian,nonhispanic,M,Quincy  Massachusetts  US,433 Gusikowski Hollow Suite 13,Braintree,Massachusetts,Norfolk County,25021,02184,42.1833703108504,-71.04132004690729,98371.52,183846.02,125867
aa5c6f8b-3b2b-181f-2005-4ae111a66a56,1995-11-16,,999-87-3213,S99976520,X71609397X,Mr.,Otis335,Kyle55,Jakubowski832,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,601 Lemke Wynd Unit 17,Easthampton,Massachusetts,Hampshire County,25015,01027,42.274545679064886,-72.78878076322698,71334.14,254.48,86940
29964d9d-3752-ea66-cd40-703d62b5405b,1998-01-21,,999-41-8131,S99921403,X76074562X,Ms.,Malvina930,Valeria950,Hoppe518,,,,native,nonhispanic,F,New Bedford  Massachusetts  US,604 Daniel Route,Cordaville,Massachusetts,Worcester County,,00000,42.293041381565196,-71.57139966906492,170660.44,302499.41,654774
fb9119f6-ef14-9e67-325f-969621635c3c,2007-02-18,,999-38-8691,S99989852,,Ms.,Marisol435,,Hernandes724,,,,white,hispanic,F,Gaudalajara  Jalisco  MX,448 Durgan Corner,Springfield,Massachusetts,Hampden County,25013,01199,42.161825767545984,-72.60892549246876,8791.47,759959.40,18062
4adca71f-2c25-0f84-7573-26d316c1386b,1985-12-04,,999-33-8454,S99984318,X86900167X,Mr.,Clemente531,Marion502,Sanford861,,,S,white,nonhispanic,M,Boston  Massachusetts  US,509 Harber Meadow,Acushnet,Massachusetts,Bristol County,,00000,41.6955058635386,-70.85597593373612,106276.63,42028.76,66054
10226584-038e-9364-dea2-d0984de74665,1999-03-26,,999-32-8364,S99990893,X32136815X,Ms.,Lakeisha206,Elza246,Erdman779,,,,white,nonhispanic,F,Plymouth  Massachusetts  US,318 Krajcik Fork,Raynham,Massachusetts,Bristol County,,00000,41.962803392435234,-71.02650455078545,82658.30,20442.47,96402
13091abd-ea79-9169-8bd5-55f3f6bb1bb3,1962-04-01,,999-48-4716,S99972001,X85866748X,Mrs.,Charisse42,Etta748,Langworth352,,Zieme486,M,white,nonhispanic,F,Topsfield  Massachusetts  US,353 Kuhic Walk Unit 4,Lowell,Massachusetts,Middlesex County,25017,01850,42.65054336900406,-71.34745718368117,466343.05,138245.99,73869
416d7db7-65e4-e8cc-b5f4-c55674f3fdfd,1977-01-07,,999-26-1994,S99939133,X63009351X,Ms.,Buffy238,Maryjo280,Legros616,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,958 Pouros Promenade Unit 8,Fall River,Massachusetts,Bristol County,25005,02747,41.66998637372826,-71.17194555548264,281663.07,11682.49,65931
0d05b1b6-574f-e086-93ad-913f4681d2ce,2017-04-18,,999-97-4506,,,,Darin74,,Schumm995,,,,white,nonhispanic,M,Billerica  Massachusetts  US,510 Glover Track,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.17380627108089,-73.3065714894124,40699.18,0.00,69088
e8a3c360-d426-ec50-cd0f-4236caf91ce6,2003-10-05,,999-50-2119,S99988023,X76589578X,Mr.,Jean712,,Rice937,,,,white,nonhispanic,M,Halifax  Massachusetts  US,975 Baumbach Course,Amherst Center,Massachusetts,Hampshire County,,00000,42.375076587253474,-72.49398214870808,5242.35,82925.12,12929
76abb103-7970-104d-0e84-381cd97db032,2013-05-13,,999-34-4470,,,,Graig740,Scotty190,Kozey370,,,,white,nonhispanic,M,Marlborough  Massachusetts  US,350 Sipes Highlands,Worcester,Massachusetts,Worcester County,25027,01545,42.27656112664797,-71.85584063199506,57106.03,11838.99,135044
462b8743-47c3-fe48-623e-95aad73c0c5a,1979-07-28,,999-85-8833,S99986605,X82677015X,Mr.,Leonel449,Ricky354,Ledner144,,,S,black,nonhispanic,M,Lexington  Massachusetts  US,859 Larkin Route,Tewksbury,Massachusetts,Middlesex County,,00000,42.626066547997496,-71.24622250259456,650726.43,379001.70,114634
2c1d1c91-3d33-330c-4a07-59978f679f5b,2018-08-20,,999-78-2734,,,,Tyrell880,,Bahringer146,,,,black,nonhispanic,M,Sharon  Massachusetts  US,383 Wunsch Ramp,North Scituate,Massachusetts,Plymouth County,25023,02060,42.229891449049916,-70.80727514004909,1004.15,19146.51,16017
1e80ecb2-b0ef-5d54-e0fb-dd5cd3b173c7,1974-11-09,,999-35-1057,S99911405,X48281293X,Ms.,Latrice352,Christiane220,Krajcik437,,,S,white,nonhispanic,F,Attleboro  Massachusetts  US,539 Doyle Station,Gloucester,Massachusetts,Essex County,25009,01930,42.59846760228722,-70.7023097787724,607525.00,410405.85,79442
b6291716-100d-80bb-9e2f-19108e2053a4,2006-06-27,,999-28-8313,S99998187,,Mr.,Stefan297,Timmy68,Mante251,,,,white,nonhispanic,M,Boston  Massachusetts  US,1027 Gerlach Rest Apt 69,Reading,Massachusetts,Middlesex County,25017,01801,42.50887011775438,-71.17967182706762,43761.00,37328.15,69633
4b304bfd-fd53-3c18-f05c-58d2e3a09a64,1991-12-07,,999-86-2124,S99931347,X52470470X,Mr.,Lane844,,Lockman863,,,M,white,nonhispanic,M,Revere  Massachusetts  US,350 Collins Hollow,Plympton,Massachusetts,Plymouth County,,00000,41.987317953495634,-70.75672300083345,117742.88,5414.16,111035
85410131-f479-d76f-9596-904ff262cae5,2013-04-05,,999-75-7341,,,,Josef103,Bert917,Krajcik437,,,,white,nonhispanic,M,Everett  Massachusetts  US,1057 Wisozk Drive Apt 47,Lakeville,Massachusetts,Plymouth County,,00000,41.79203452814073,-70.92508930177205,1957.81,33152.63,23466
30dd992c-9fb2-b6db-2392-f6943e89075d,1980-02-12,,999-61-8749,S99925109,X40693169X,Mr.,Ivory697,Yong583,Cormier289,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,1055 Schoen Station,Chelsea,Massachusetts,Suffolk County,25025,02151,42.35121776121609,-70.98568116293251,40132.58,573954.87,116031
47a18616-8b9c-0996-4b03-dde8cc6f11d7,1953-03-30,,999-33-5196,S99915792,X54974122X,Mr.,Quintin944,,Fay398,,,S,asian,hispanic,M,North Westport  Massachusetts  US,1037 Shields Bridge Suite 3,Boston,Massachusetts,Suffolk County,25025,02135,42.408309412665886,-71.07306978700062,195176.41,69810.08,48943
53142174-e40c-f76e-d27e-c37ba1393a00,2009-08-05,,999-56-3193,,,,Zenaida56,,Aufderhar910,,,,white,nonhispanic,F,Cohasset  Massachusetts  US,837 Kulas Lock Suite 73,Newton,Massachusetts,Middlesex County,25017,02468,42.32840139753289,-71.15385281025576,60128.54,0.00,57555
b3c9f1b9-a2b0-3315-2093-694c57016554,1979-09-06,,999-40-2528,S99976137,X18068936X,Mr.,Granville802,Steve819,Hoeger474,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,376 Wiza Track,Quincy,Massachusetts,Norfolk County,25021,02171,42.28249370785699,-71.12305696429617,170285.25,700981.85,30552
077b3f4a-ee08-d198-dbcb-4e6c8e395bd2,1992-08-05,,999-69-6255,S99913372,X58038883X,Mr.,Timothy142,,Cummings51,,,S,white,nonhispanic,M,Swansea  Massachusetts  US,109 Collier Overpass Apt 35,Milton,Massachusetts,Norfolk County,25021,02186,42.28834299804484,-71.07587697259228,59019.21,98355.93,908213
cbb7be3d-8066-6cf2-9165-71e5ed40cdd7,1968-11-23,,999-74-3035,S99989746,X62115776X,Mr.,Timoteo39,Jorge Luis88,Griego535,,,D,white,hispanic,M,Portsmouth  Saint John Parish  DM,152 Ledner Lock,Boston,Massachusetts,Suffolk County,25025,02203,42.39207480509938,-71.08140449859991,10274.45,129942.18,5209
1f130125-a1e0-da8e-a507-b152dd9c903d,1988-06-29,,999-78-7652,S99920960,X41214681X,Mr.,Guillermo498,Alva958,Trantow673,,,S,white,nonhispanic,M,Charlton  Massachusetts  US,187 Anderson Stravenue,Norton,Massachusetts,Bristol County,,00000,41.93534725863907,-71.14854273655891,111526.95,0.00,59990
3a183a67-2666-9e8f-39c1-6595194b34e9,1985-10-27,,999-94-9139,S99984123,X59243965X,Mr.,Bradley693,Ned189,Doyle959,,,M,white,hispanic,M,Boston  Massachusetts  US,572 Kuhn Wynd Unit 90,Cambridge,Massachusetts,Middlesex County,25017,02472,42.3573465161526,-71.15128198359234,6521.94,123069.64,8948
7c6e48b1-1faf-dbfb-a171-e99469d19f0e,2004-03-20,,999-21-9550,S99974822,X89622463X,Mr.,Jc393,Donovan745,Metz686,,,,white,nonhispanic,M,Boston  Massachusetts  US,1034 Okuneva Gate Apt 11,Northborough,Massachusetts,Worcester County,25027,01532,42.322439268129784,-71.65019719473655,60841.09,4007.43,149059
